Name	Description_su	SRR6825935	SRR6825934	SRR6825939	SRR6825938	SRR6825941	SRR6825940	SRR6825933	SRR6825932	SRR6825926	SRR6825925	SRR6825930	SRR6825928
LOC121914405	na	2.38496979837077	0	0	2.73426421131553	3.32161420752806	5.32431686133874	3.54178625187949	3.62533416036169	0	2.78578005868393	0	3.47009858374504
LOC121914401	na	0	0	0	0	3.1494376535683	0	0	2.46890071334015	0	0	0	0
LOC121914400	na	5.45158086383082	7.17542792348852	7.03996008694738	4.81455747149954	7.1340800349045	7.74017506208993	5.95358275736218	6.10942884144861	7.18537406455782	6.76293036776002	4.55628776427015	7.64102695657074
CD34	na	9.05694014467236	7.0156690564066	7.80033816042211	7.48922637774171	7.54365155122759	6.84692796648786	8.31930129747476	8.05728099499892	7.89200762087053	7.88779257304813	9.38453082110371	7.98322634883553
LOC121918579	na	0	0	0	0	4.24759710380504	4.56177355318719	3.54178625187949	5.08268468288471	0	0	2.24932851586416	2.33131918068063
CD36	na	10.6150624446756	12.2334752804896	11.551582161663	11.2864957599408	10.2475790323455	11.1140478688967	11.7218588596654	11.1173045517527	11.5043954808125	11.1704883730755	10.8766587475312	11.8458020904301
ARPC5L	na	9.15905754678946	9.28505273567415	9.01811707224451	9.40111613762088	9.40293012265644	9.97062166171803	8.76029574030374	9.12658780130829	9.38585728382962	9.42604517918135	9.11094886574154	9.16399364839398
LOC121918573	na	8.55187204722495	8.31472231765029	8.09270927528196	8.78799144867867	8.25645075849858	8.89158847696067	8.38760059291725	8.40974004336739	8.98563155508206	9.11311466516997	7.72286515790354	8.2643564676189
LOC121918572	na	2.6505720915404	0	0	0	2.12901397481839	2.35395573115207	0	0	0	0	0	0
LOC121918570	na	5.2661138251156	4.21296133971857	5.40055514100756	2.96070340834183	5.07112396810565	3.3579096515247	4.90857591726718	5.17615073675965	4.58476048684851	5.29736129486716	5.46525855840578	5.36899639150779
